id,record_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu
596,f1_fuel_1994_12_143_1_10,143,1994,chalk point,coal,ton,16900.0,25.75,47.302,43.227,1.837
597,f1_fuel_1994_12_143_1_12,143,1994,chalk point,gas,mcf,6618644.0,1.044141,2.533,2.53,2.426
598,f1_fuel_1994_12_143_1_13,143,1994,chalk point c.t.,gas,mcf,1939772.0,1.04423,2.889,2.828,2.766
599,f1_fuel_1994_12_143_2_1,143,1994,conemaugh,coal,ton,405294.0,24.875999999999998,31.612,30.126,1.271
600,f1_fuel_1994_12_143_2_2,143,1994,conemaugh,gas,mcf,42887.0,1.030048,3.286,3.286,3.19
601,f1_fuel_1994_12_145_0_1,145,1994,arapahoe,coal,ton,750050.0,22.59,24.19,24.06,1.071
602,f1_fuel_1994_12_145_0_2,145,1994,arapahoe,gas,mcf,54366.0,0.988,2.03,0.0,2.055
603,f1_fuel_1994_12_145_0_4,145,1994,valmont 5,coal,ton,548351.0,22.93,24.68,24.83,1.076
604,f1_fuel_1994_12_145_0_5,145,1994,valmont 5,gas,mcf,82410.0,0.99,1.98,0.0,2.002
605,f1_fuel_1994_12_145_0_7,145,1994,cherokee,coal,ton,2050795.0,22.682000000000002,25.13,24.9,1.108
606,f1_fuel_1994_12_145_0_8,145,1994,cherokee,gas,mcf,1269319.0,0.992,2.07,0.0,2.089
607,f1_fuel_1994_12_145_0_10,145,1994,zuni,gas,mcf,259485.0,0.988,2.128,0.0,2.153
608,f1_fuel_1994_12_145_0_13,145,1994,cameo,coal,ton,271189.0,22.706,19.9,19.53,0.876
609,f1_fuel_1994_12_145_0_14,145,1994,cameo,gas,mcf,15234.0,1.013,2.22,0.0,2.195
610,f1_fuel_1994_12_145_1_7,145,1994,comanche,coal,ton,2054893.0,17.078,17.91,17.06,1.049
611,f1_fuel_1994_12_145_1_8,145,1994,comanche,gas,mcf,80005.0,0.992,1.925,0.0,1.942
612,f1_fuel_1994_12_145_1_9,145,1994,comanche,oil,bbl,7.0,5.672016,0.688,0.0,5.095
613,f1_fuel_1994_12_145_1_10,145,1994,valmont,gas,mcf,425004.0,0.992,2.062,0.0,2.08
614,f1_fuel_1994_12_145_1_13,145,1994,fruita,gas,mcf,7821.0,1.009,1.65,0.0,1.634
615,f1_fuel_1994_12_145_1_14,145,1994,fruita,oil,bbl,2.0,5.880000000000001,0.86,0.0,6.143
616,f1_fuel_1994_12_145_2_7,145,1994,alamosa,gas,mcf,14564.0,0.969,2.94,0.0,3.035
617,f1_fuel_1994_12_145_2_8,145,1994,alamosa,oil,bbl,89.0,5.604774000000001,0.842,0.0,6.313
618,f1_fuel_1994_12_145_2_10,145,1994,ft. lupton,gas,mcf,136030.0,1.093,2.028,0.0,1.854
619,f1_fuel_1994_12_145_2_11,145,1994,ft. lupton,oil,bbl,3.0,5.659584000000001,0.801,0.0,5.947
620,f1_fuel_1994_12_145_2_13,145,1994,pawnee,coal,ton,1799006.0,16.48,16.17,16.16,0.982
621,f1_fuel_1994_12_145_2_14,145,1994,pawnee,gas,mcf,124632.0,1.0690000000000002,2.144,0.0,2.006
622,f1_fuel_1994_12_145_2_15,145,1994,pawnee,oil,bbl,69.0,5.649966,0.725,0.0,5.39
623,f1_fuel_1994_12_145_3_7,145,1994,hayden,coal,ton,794600.0,21.22,19.78,20.22,0.932
624,f1_fuel_1994_12_145_3_8,145,1994,hayden,gas,mcf,24653.0,1.08,2.034,0.0,1.886
625,f1_fuel_1994_12_145_3_10,145,1994,craig,coal,ton,340034.0,20.174,20.26,20.48,1.004
626,f1_fuel_1994_12_145_3_11,145,1994,craig,gas,mcf,6732.0,1.072,2.1,0.0,1.961
627,f1_fuel_1994_12_117_0_1,117,1994,nine mile unit 1,nuclear,unknown,401216.0,0.127467,78.446,0.0,0.615
628,f1_fuel_1994_12_117_0_4,117,1994,nine mile unit 2,nuclear,unknown,313736.0,0.119756,57.534,0.0,0.48
629,f1_fuel_1994_12_117_0_7,117,1994,albany,gas,mcf,5397336.0,1.028,2.01,2.01,1.955
630,f1_fuel_1994_12_117_0_10,117,1994,dunkirk,coal,ton,1214261.0,25.85,37.92,35.32,1.467
631,f1_fuel_1994_12_117_0_13,117,1994,roseton,gas,mcf,2151261.0,1.028,2.36,0.0,2.362
632,f1_fuel_1994_12_117_1_1,117,1994,c. r. huntley,coal,ton,1527059.0,25.791999999999998,40.13,37.57,1.556
633,f1_fuel_1994_12_146_0_1,146,1994,schiller,coal,ton,252221.0,24.992,29.337,36.574,1.174
634,f1_fuel_1994_12_150_0_15,150,1994,south whidbey,oil,bbl,894.0,5.922,30.88,0.0,5.22
635,f1_fuel_1994_12_150_1_9,150,1994,whthorn 1,oil,bbl,596.0,5.922,31.07,0.0,5.25
636,f1_fuel_1994_12_150_1_11,150,1994,whthorn 2&3,gas,mcf,8710.0,1.035,3.17,3.17,3.06
637,f1_fuel_1994_12_150_1_12,150,1994,whthorn 2&3,oil,bbl,169.0,5.922,31.08,0.0,5.25
638,f1_fuel_1994_12_150_1_14,150,1994,frederickson,gas,mcf,1448974.0,1.035,2.43,2.43,2.35
639,f1_fuel_1994_12_150_2_8,150,1994,fredonia,gas,mcf,16670.0,1.035,3.44,3.44,3.32
640,f1_fuel_1994_12_150_2_9,150,1994,fredonia,oil,bbl,88.0,5.922,31.42,0.0,5.31
641,f1_fuel_1994_12_151_0_1,151,1994,rochester sta. 3,coal,ton,162396.0,26.126,43.47,35.78,1.369
642,f1_fuel_1994_12_151_0_4,151,1994,rochester sta. 7,coal,ton,383100.0,26.336,39.82,36.55,1.512
643,f1_fuel_1994_12_151_0_8,151,1994,(1)sta98,gas,mcf,33044.0,1.031,3.5,3.5,3.399
644,f1_fuel_1994_12_151_0_13,151,1994,rochester sta. 9,gas,mcf,15992.0,1.016,4.64,4.64,4.569
645,f1_fuel_1994_12_151_1_7,151,1994,station 13,nuclear,gramsU,602820.0,6e-05,24.07,0.979,0.4
646,f1_fuel_1994_12_151_1_10,151,1994,(2) scriba sta. 99,nuclear,gramsU,107129.0,0.00012,59.79,1.274,0.499
647,f1_fuel_1994_12_157_0_1,157,1994,tracy,gas,mcf,9454267.0,1.0250000000000001,1.79,1.79,1.73
648,f1_fuel_1994_12_157_0_4,157,1994,ft. churchill,gas,mcf,11115401.0,1.026,1.82,1.82,1.75
649,f1_fuel_1994_12_157_0_7,157,1994,tracy g.t.,oil,bbl,857.0,5.7456000000000005,27.35,25.49,11.9
650,f1_fuel_1994_12_157_0_10,157,1994,winnemucca g.t.,oil,bbl,304.0,5.7456000000000005,44.52,0.0,7.05
651,f1_fuel_1994_12_157_0_11,157,1994,winnemucca g.t.,gas,mcf,360.0,1.0250000000000001,2.19,2.19,2.1
652,f1_fuel_1994_12_157_0_13,157,1994,"kings beach, diesel",oil,bbl,651.0,5.7456000000000005,35.87,35.26,6.25
653,f1_fuel_1994_12_157_1_1,157,1994,valmy,coal,ton,856808.0,20.482,41.016,41.017,2.003
654,f1_fuel_1994_12_114_0_8,114,1994,michoud,gas,mcf,25345931.0,1.046536,2.098,2.098,2.005
655,f1_fuel_1994_12_115_0_1,115,1994,goudey,coal,ton,251470.0,26.134,39.384,35.73,1.53
656,f1_fuel_1994_12_115_0_4,115,1994,greenidge,coal,ton,285819.0,25.626,41.283,35.54,1.59
657,f1_fuel_1994_12_115_0_7,115,1994,jennison,coal,ton,165222.0,21.406000000000002,33.78,34.99,1.68
658,f1_fuel_1994_12_115_0_10,115,1994,hickling,coal,ton,274152.0,20.89,28.596,27.95,1.38
659,f1_fuel_1994_12_115_0_13,115,1994,milliken,coal,ton,639917.0,26.104,38.281,34.56,1.46
660,f1_fuel_1994_12_115_1_7,115,1994,homer city,coal,ton,2389074.0,25.3,39.391,35.0,1.77
661,f1_fuel_1994_12_115_1_10,115,1994,allen e. kintigh,coal,ton,1818344.0,26.118,39.539,33.59,1.52
662,f1_fuel_1994_12_115_1_14,115,1994,** nine mile no. 2,nuclear,mwdth,202866.0,81.912,38.75,0.0,0.493
663,f1_fuel_1994_12_146_0_4,146,1994,schiller,gas,mcf,1290.0,1.0150000000000001,1.376,1.745,1.356
664,f1_fuel_1994_12_146_0_7,146,1994,merrimack,coal,ton,1037239.0,26.176000000000002,42.439,40.894,1.621
665,f1_fuel_1994_12_146_0_9,146,1994,merrimack,waste,ton,113.0,0.013087,28.791,27.99,1.1
666,f1_fuel_1994_12_146_0_12,146,1994,newington,gas,mcf,1275298.0,1.0150000000000001,2.196,2.134,2.164
667,f1_fuel_1994_12_146_1_1,146,1994,merrimack,oil,bbl,775.0,5.643078,31.632,25.872,5.605
668,f1_fuel_1994_12_146_1_4,146,1994,lost nation,oil,bbl,562.0,5.86068,29.594,24.989,5.05
669,f1_fuel_1994_12_146_1_7,146,1994,white lake,oil,bbl,709.0,5.7057,30.293,31.801,5.309
670,f1_fuel_1994_12_146_1_10,146,1994,schiller,oil,bbl,786.0,5.608092,28.91,28.595,5.155
671,f1_fuel_1994_12_146_1_13,146,1994,millstone no. 3,nuclear,gramsU,43006.0,6e-06,0.0,0.0,0.0
672,f1_fuel_1994_12_118_0_1,118,1994,seabrook,nuclear,gramsU,361764.0,6e-06,0.0,0.0,0.0
673,f1_fuel_1994_12_161_0_1,161,1994,redondo beach,gas,mcf,32858812.0,1.035,2.723,2.723,2.63
674,f1_fuel_1994_12_161_0_4,161,1994,huntington beach,gas,mcf,12976211.0,1.018,2.666,2.666,2.619
675,f1_fuel_1994_12_161_0_7,161,1994,mandalay,gas,mcf,10839198.0,1.062,2.808,2.808,2.643
676,f1_fuel_1994_12_161_0_10,161,1994,ormond beach,gas,mcf,46866523.0,1.045,2.75,2.75,2.632
677,f1_fuel_1994_12_161_0_13,161,1994,etiwanda,gas,mcf,18904454.0,1.02,2.72,2.72,2.668
678,f1_fuel_1994_12_161_1_1,161,1994,mohave,coal,ton,2572926.0,21.895999999999997,28.131,0.0,1.285
679,f1_fuel_1994_12_161_1_2,161,1994,mohave,gas,mcf,1252776.0,1.0250000000000001,2.521,2.521,2.459
680,f1_fuel_1994_12_161_1_4,161,1994,four corners,coal,ton,2784959.0,17.658,22.042,0.0,1.248
681,f1_fuel_1994_12_161_1_5,161,1994,four corners,gas,mcf,161628.0,1.08,2.666,2.666,2.469
682,f1_fuel_1994_12_161_1_7,161,1994,alamitos,gas,mcf,54167544.0,1.013,2.703,2.703,2.668
683,f1_fuel_1994_12_161_1_10,161,1994,el segundo,gas,mcf,20586338.0,1.063,2.672,2.672,2.514
684,f1_fuel_1994_12_161_1_13,161,1994,highgrove,gas,mcf,30962.0,1.0230000000000001,2.518,2.518,2.46
685,f1_fuel_1994_12_161_2_1,161,1994,san bernardino,gas,mcf,233139.0,1.0230000000000001,2.752,2.752,2.691
686,f1_fuel_1994_12_161_2_7,161,1994,san onofre 2&3,nuclear,gramsU,2555100.0,57.421958,29.015,29.015,0.505
687,f1_fuel_1994_12_161_2_10,161,1994,palo verde,nuclear,gramsU,579000.0,66.634496,33.653,33.653,0.505
688,f1_fuel_1994_12_161_2_13,161,1994,cool water,gas,mcf,4212658.0,1.044,2.3,2.3,2.203
689,f1_fuel_1994_12_161_3_1,161,1994,long beach,gas,mcf,2158569.0,1.024,2.651,2.651,2.588
690,f1_fuel_1994_12_161_3_4,161,1994,huntington beach,gas,mcf,138077.0,1.01,2.618,2.618,2.592
691,f1_fuel_1994_12_161_3_10,161,1994,etiwanda,gas,mcf,119007.0,1.006,2.608,2.608,2.592
692,f1_fuel_1994_12_161_3_13,161,1994,alamitos,gas,mcf,117617.0,1.014,2.705,2.705,2.668
693,f1_fuel_1994_12_161_4_1,161,1994,cool water,gas,mcf,10587159.0,1.044,2.22,2.22,2.126
694,f1_fuel_1994_12_161_4_4,161,1994,ellwood,gas,mcf,22593.0,1.142,3.072,3.072,2.69
695,f1_fuel_1994_12_162_0_1,162,1994,ernest c. gaston,coal,ton,1998528.0,23.7,44.45,43.25,1.88
696,f1_fuel_1994_12_163_0_1,163,1994,a.b. brown station,coal,ton,1160335.0,23.0,37.59,35.4,1.63
697,f1_fuel_1994_12_163_0_2,163,1994,a.b. brown station,gas,mcf,98122.0,1.025896,3.04,3.04,2.96
698,f1_fuel_1994_12_163_0_4,163,1994,f.b. culley station,coal,ton,891420.0,21.978,28.86,28.15,1.31
699,f1_fuel_1994_12_163_0_5,163,1994,f.b. culley station,gas,mcf,19375.0,1.024774,3.45,3.45,3.37
700,f1_fuel_1994_12_163_0_7,163,1994,warrick 4,coal,ton,480649.0,22.428,26.19,25.41,1.17
701,f1_fuel_1994_12_163_0_8,163,1994,warrick 4,gas,mcf,9961.0,1.026503,3.81,3.81,3.71
702,f1_fuel_1994_12_163_0_10,163,1994,northeast,gas,mcf,31565.0,1.025154,3.1,3.1,3.02
703,f1_fuel_1994_12_163_0_13,163,1994,broadway 1,gas,mcf,36425.0,1.025148,2.56,2.56,2.5
704,f1_fuel_1994_12_163_1_7,163,1994,broadway 2,gas,mcf,63685.0,1.024825,2.67,2.67,2.61
705,f1_fuel_1994_12_163_1_10,163,1994,a.b. brown turbine,gas,mcf,195491.0,1.02551,2.74,2.74,2.68
706,f1_fuel_1994_12_164_0_1,164,1994,arsenal hill 0001,gas,mcf,1309007.0,1.0759999999999998,2.225,2.225,2.068
707,f1_fuel_1994_12_164_0_4,164,1994,lieberman 0002,gas,mcf,2841145.0,1.021,1.974,1.974,1.933
708,f1_fuel_1994_12_164_0_7,164,1994,knox lee 3,gas,mcf,11270126.0,1.0610000000000002,2.046,2.046,1.928
709,f1_fuel_1994_12_164_0_10,164,1994,lone star 0004,gas,mcf,41050.0,0.887,5.787,5.787,6.526
710,f1_fuel_1994_12_164_0_13,164,1994,wilkes 0005,gas,mcf,27690424.0,0.976,1.936,1.936,1.984
711,f1_fuel_1994_12_164_1_7,164,1994,pirkey 008,coal,ton,2900391.0,26.462,17.37,16.86,1.313
712,f1_fuel_1994_12_164_1_9,164,1994,pirkey 008,gas,mcf,58221.0,1.0430000000000001,2.815,0.0,2.7
713,f1_fuel_1994_12_164_1_10,164,1994,dolet hills,coal,ton,1324330.0,27.542,18.489,18.28,1.343
714,f1_fuel_1994_12_164_1_12,164,1994,dolet hills,gas,mcf,32747.0,1.019,3.169,0.0,3.11
715,f1_fuel_1994_12_166_0_1,166,1994,harrington,coal,ton,4409602.0,17.291999999999998,26.89,26.89,1.555
716,f1_fuel_1994_12_166_0_2,166,1994,harrington,gas,mcf,90194.0,0.9650000000000001,1.958,1.958,2.029
717,f1_fuel_1994_12_166_0_4,166,1994,tolk,coal,ton,3949036.0,17.322,34.689,34.689,2.003
718,f1_fuel_1994_12_166_0_5,166,1994,tolk,gas,mcf,74154.0,0.9990000000000001,2.175,2.175,2.176
719,f1_fuel_1994_12_166_0_7,166,1994,nichols,gas,mcf,14554049.0,0.9840000000000001,1.772,1.772,1.802
720,f1_fuel_1994_12_166_0_10,166,1994,jones,gas,mcf,25280657.0,1.016,1.921,1.921,1.891
721,f1_fuel_1994_12_166_0_13,166,1994,plant x,gas,mcf,8995875.0,1.009,1.857,1.857,1.84
722,f1_fuel_1994_12_166_1_4,166,1994,celanese ii,unknown,mcf,1008762.0,0.001,2.608,2.608,2.608
723,f1_fuel_1994_12_166_1_7,166,1994,cunningham,gas,mcf,13068657.0,1.101,1.954,1.954,1.933
724,f1_fuel_1994_12_166_1_10,166,1994,maddox,gas,mcf,5014756.0,1.049,2.017,2.017,1.923
725,f1_fuel_1994_12_166_1_13,166,1994,maddox,gas,mcf,542190.0,1.064,1.931,1.931,1.816
726,f1_fuel_1994_12_166_2_1,166,1994,carlsbad,gas,mcf,101827.0,1.101,2.252,2.252,2.045
727,f1_fuel_1994_12_169_0_2,169,1994,grand gulf unit 1,nuclear,mwhth,27923331.0,3.4126,1.723,0.0,0.505
728,f1_fuel_1994_12_170_0_4,170,1994,gannon,coal,ton,2245611.0,24.808,60.81,59.02,2.45
729,f1_fuel_1994_12_170_0_9,170,1994,gannon,oil,bbl,426.0,5.862192,72.15,23.08,12.31
730,f1_fuel_1994_12_170_0_10,170,1994,big bend,coal,ton,4549323.0,23.747999999999998,49.72,47.12,2.09
731,f1_fuel_1994_12_173_0_1,173,1994,big brown,coal,ton,5617202.0,13.379999999999999,13.14,12.33,0.98
732,f1_fuel_1994_12_173_0_2,173,1994,big brown,gas,mcf,897455.0,1.033554,2.63,2.63,2.54
733,f1_fuel_1994_12_173_0_4,173,1994,monticello,coal,ton,6733934.0,11.526,16.29,15.89,1.41
734,f1_fuel_1994_12_173_0_7,173,1994,martin lak,coal,ton,13455649.0,13.216000000000001,11.79,11.23,0.89
735,f1_fuel_1994_12_173_0_10,173,1994,sandow #4,coal,ton,585163.0,13.744,12.63,12.63,0.92
736,f1_fuel_1994_12_173_0_13,173,1994,eagle mountain,gas,mcf,8876956.0,1.035872,2.55,2.55,2.46
737,f1_fuel_1994_12_173_1_1,173,1994,graham,gas,mcf,20796791.0,1.044517,2.59,2.59,2.48
738,f1_fuel_1994_12_173_1_4,173,1994,handley,gas,mcf,26848901.0,1.02837,2.55,2.55,2.48
739,f1_fuel_1994_12_173_1_5,173,1994,handley,oil,bbl,12977.0,5.796,30.81,21.78,5.32
740,f1_fuel_1994_12_173_1_7,173,1994,morgan crk,gas,mcf,22601324.0,1.015956,2.53,2.53,2.49
741,f1_fuel_1994_12_173_1_10,173,1994,north main,gas,mcf,19840.0,1.033014,2.51,2.51,2.43
742,f1_fuel_1994_12_173_1_13,173,1994,permian basin,gas,mcf,29945938.0,1.018869,2.6,2.6,2.55
743,f1_fuel_1994_12_173_2_1,173,1994,dallas,gas,mcf,23691.0,1.027563,2.49,2.49,2.43
744,f1_fuel_1994_12_173_2_4,173,1994,mountain creek,gas,mcf,19787275.0,1.022573,2.59,2.59,2.53
745,f1_fuel_1994_12_173_2_7,173,1994,parkdale,gas,mcf,428845.0,1.005512,2.42,2.42,2.41
746,f1_fuel_1994_12_173_2_10,173,1994,north lake,gas,mcf,12582591.0,1.020809,2.57,2.57,2.51
747,f1_fuel_1994_12_173_2_11,173,1994,north lake,oil,bbl,9620.0,5.796042000000001,30.49,21.78,5.26
748,f1_fuel_1994_12_173_2_13,173,1994,lake hubbard,gas,mcf,23481145.0,1.03104,2.6,2.6,2.53
749,f1_fuel_1994_12_173_2_14,173,1994,lake hubbard,oil,bbl,5906.0,5.795958000000001,32.76,21.78,5.65
750,f1_fuel_1994_12_173_3_1,173,1994,collin,gas,mcf,240445.0,1.020895,2.45,2.45,2.4
751,f1_fuel_1994_12_173_3_4,173,1994,decordova,gas,mcf,35699084.0,1.019516,2.6,2.6,2.55
752,f1_fuel_1994_12_173_3_7,173,1994,lake creek,gas,mcf,6966016.0,1.043617,2.64,2.64,2.53
753,f1_fuel_1994_12_173_3_8,173,1994,lake creek,oil,bbl,104.0,5.796,133.56,21.78,23.04
754,f1_fuel_1994_12_173_3_10,173,1994,river crest,gas,mcf,24594.0,1.095348,2.68,2.68,2.44
755,f1_fuel_1994_12_173_3_13,173,1994,stryker creek,gas,mcf,24766927.0,1.033936,2.66,2.66,2.58
756,f1_fuel_1994_12_173_3_14,173,1994,stryker creek,oil,bbl,261.0,5.800746,98.17,21.78,16.92
757,f1_fuel_1994_12_173_4_1,173,1994,tradinghouse,gas,mcf,56903069.0,1.032687,2.67,2.67,2.59
758,f1_fuel_1994_12_173_4_2,173,1994,tradinghouse,oil,bbl,3707.0,5.796,33.44,21.78,5.77
759,f1_fuel_1994_12_173_4_4,173,1994,trinidad,gas,mcf,481069.0,1.041131,2.42,2.42,2.32
760,f1_fuel_1994_12_173_4_5,173,1994,trinidad,oil,bbl,56.0,5.78571,88.15,21.78,15.24
761,f1_fuel_1994_12_173_4_7,173,1994,valley,gas,mcf,32467813.0,1.032946,2.59,2.59,2.51
762,f1_fuel_1994_12_173_4_10,173,1994,* morgan creek,gas,mcf,1472398.0,1.017815,2.62,2.62,2.57
763,f1_fuel_1994_12_173_4_13,173,1994,* permian basin,gas,mcf,1777582.0,1.016238,2.59,2.59,2.55
764,f1_fuel_1994_12_173_4_14,173,1994,* permian basin,oil,bbl,142.0,5.796,97.08,0.0,16.73
765,f1_fuel_1994_12_173_5_1,173,1994,* decordova,gas,mcf,850530.0,1.02775,2.57,2.57,2.5
766,f1_fuel_1994_12_176_0_1,176,1994,irvington,coal,ton,336987.0,20.316000000000003,44.895,44.895,2.21
767,f1_fuel_1994_12_176_0_2,176,1994,irvington,gas,mcf,2077932.0,1.027,1.898,1.898,1.848
768,f1_fuel_1994_12_176_0_3,176,1994,irvington,oil,bbl,2136.0,5.8233,60.589,60.589,10.405
769,f1_fuel_1994_12_176_0_4,176,1994,springerville,coal,ton,2996573.0,18.136,44.743,44.743,2.467
770,f1_fuel_1994_12_176_0_7,176,1994,4 corner,coal,ton,407286.0,17.462,22.261,22.261,1.275
771,f1_fuel_1994_12_176_0_9,176,1994,4 corner,gas,mcf,23526.0,1.0150000000000001,3.04,3.04,2.995
772,f1_fuel_1994_12_176_0_10,176,1994,san juan,coal,ton,1063994.0,19.504,34.965,34.965,1.793
773,f1_fuel_1994_12_176_0_12,176,1994,san juan,oil,bbl,14324.0,5.660424,31.66,31.66,5.594
774,f1_fuel_1994_12_176_0_13,176,1994,navajo,coal,ton,592798.0,22.022,23.968,23.968,1.088
775,f1_fuel_1994_12_176_1_8,176,1994,demosspetr,gas,mcf,64610.0,1.027,2.206,2.206,2.148
776,f1_fuel_1994_12_176_1_11,176,1994,irvington,gas,mcf,28661.0,1.027,1.787,1.787,1.74
777,f1_fuel_1994_12_176_1_14,176,1994,north loop,gas,mcf,52731.0,1.027,1.959,1.959,1.908
778,f1_fuel_1994_12_177_0_1,177,1994,labadie,coal,ton,6092874.0,19.718,23.6,23.507,1.19682
779,f1_fuel_1994_12_177_0_4,177,1994,sioux,coal,ton,1548205.0,19.896,26.927,24.774,1.35341
780,f1_fuel_1994_12_177_0_6,177,1994,sioux,waste,ton,2576.0,0.0145,19.734,20.721,443.336
781,f1_fuel_1994_12_177_0_7,177,1994,kirksville,gas,mcf,10291.0,1.024,4.082,4.082,3.98661
782,f1_fuel_1994_12_177_0_13,177,1994,viaduct c. t.,gas,mcf,18484.0,1.037,4.475,4.475,4.31448
783,f1_fuel_1994_12_177_2_1,177,1994,rush island,coal,ton,3049658.0,18.72,22.159,21.095,1.1838
784,f1_fuel_1994_12_177_2_4,177,1994,meramec,coal,ton,753381.0,24.006,36.124,31.426,1.50481
785,f1_fuel_1994_12_177_2_5,177,1994,meramec,gas,mcf,856551.0,1.019,2.155,2.155,2.11442
786,f1_fuel_1994_12_177_3_1,177,1994,venice,gas,mcf,795519.0,1.021,2.217,2.217,2.17237
787,f1_fuel_1994_12_179_0_1,179,1994,seabrook,nuclear,gramsU,177986.0,6e-06,0.0,0.0,0.0
788,f1_fuel_1994_12_179_0_4,179,1994,bpt harbor sta.,coal,ton,821448.0,25.951999999999998,46.376,46.376,1.787
789,f1_fuel_1994_12_179_0_7,179,1994,nh harbor,gas,mcf,473967.0,1.031,2.322,2.322,2.251
790,f1_fuel_1994_12_179_0_10,179,1994,bpt harbor sta.,oil,bbl,956.0,5.645136,31.4,26.586,5.562
791,f1_fuel_1994_12_179_0_13,179,1994,millstone - unit 3,nuclear,gramsU,55655.0,6e-06,0.0,0.0,0.0
792,f1_fuel_1994_12_182_0_1,182,1994,sibley,coal,ton,1331839.0,20.238,22.89,21.95,1.13
793,f1_fuel_1994_12_182_0_7,182,1994,jec,coal,ton,703352.0,16.459999999999997,18.02,17.92,1.09
794,f1_fuel_1994_12_182_1_13,182,1994,w.n. clark,coal,ton,158106.0,21.6,29.41,26.7,1.36
795,f1_fuel_1994_12_182_2_8,182,1994,pueblo,gas,mcf,967562.0,0.8540000000000001,1.75,1.75,2.05
796,f1_fuel_1994_12_182_3_11,182,1994,judson large,gas,mcf,4533787.0,0.9890000000000001,1.832,1.83,1.851
797,f1_fuel_1994_12_182_3_14,182,1994,mullergren,gas,mcf,1029993.0,1.0150000000000001,1.87,1.87,1.85
