id,record_id,utility_id_ferc1,report_year,plant_name_ferc1,fuel_type_code_pudl,fuel_unit,fuel_qty_burned,fuel_mmbtu_per_unit,fuel_cost_per_unit_burned,fuel_cost_per_unit_delivered,fuel_cost_per_mmbtu
798,f1_fuel_1994_12_182_4_8,182,1994,cimarron r,gas,mcf,1367069.0,0.968,2.12,2.12,2.19
799,f1_fuel_1994_12_182_4_10,182,1994,jec,coal,ton,710873.0,16.486,18.4,18.01,1.12
800,f1_fuel_1994_12_182_4_14,182,1994,cimarron river,gas,mcf,8500.0,0.9520000000000001,1.91,1.91,2.01
801,f1_fuel_1994_12_182_5_8,182,1994,clifton,gas,mcf,30930.0,1.013,2.73,2.73,2.69
802,f1_fuel_1994_12_185_0_1,185,1994,vermont yankee,nuclear,gramsU,729214.0,6.3e-05,23.25,0.0,0.369
803,f1_fuel_1994_12_186_0_1,186,1994,chesterfield,coal,ton,2781017.0,25.45,37.36,36.46,1.468
804,f1_fuel_1994_12_186_0_5,186,1994,chesterfield,gas,mcf,17615456.0,1.039,2.86,2.86,2.752
805,f1_fuel_1994_12_186_0_7,186,1994,mt. storm,coal,ton,4367797.0,24.61,32.37,30.67,1.315
806,f1_fuel_1994_12_186_0_11,186,1994,chesapeake,coal,ton,1032253.0,25.898,44.03,41.46,1.702
807,f1_fuel_1994_12_186_0_13,186,1994,possum point,coal,ton,623170.0,25.624000000000002,41.07,39.12,1.587
808,f1_fuel_1994_12_186_1_1,186,1994,bremo,coal,ton,401640.0,13.0,35.29,36.82,1.395
809,f1_fuel_1994_12_186_1_4,186,1994,yorktown,coal,ton,587432.0,25.984,41.82,39.12,1.616
810,f1_fuel_1994_12_186_1_6,186,1994,yorktown,oil,bbl,7229.0,5.880000000000001,35.54,22.08,6.043
811,f1_fuel_1994_12_186_1_10,186,1994,gravel neck,oil,bbl,83329.0,5.880000000000001,42.64,21.55,7.251
812,f1_fuel_1994_12_186_1_11,186,1994,gravel neck,gas,mcf,340637.0,1.044,2.47,2.47,2.369
813,f1_fuel_1994_12_186_2_2,186,1994,darbytown,gas,mcf,672557.0,1.0330000000000001,2.33,2.33,2.254
814,f1_fuel_1994_12_186_2_14,186,1994,chesapeake,gas,mcf,245.0,1.0430000000000001,22.01,0.0,21.101
815,f1_fuel_1994_12_186_3_10,186,1994,north anna,nuclear,gramsU,1145142.0,0.121521,50.79,23.23,0.0
816,f1_fuel_1994_12_186_3_13,186,1994,surry,nuclear,gramsU,1021212.0,0.116568,56.77,26.05,0.0
817,f1_fuel_1994_12_187_0_1,187,1994,centralia,coal,ton,873889.0,16.816000000000003,23.87,23.87,1.42
818,f1_fuel_1994_12_187_0_2,187,1994,centralia,oil,bbl,1579.0,5.796,30.54,30.54,5.27
819,f1_fuel_1994_12_187_0_5,187,1994,spokane n.e.,gas,mcf,708767.0,1.03,3.07,3.07,2.98
820,f1_fuel_1994_12_187_0_7,187,1994,kettle fal,waste,ton,506041.0,0.00455,6.64,6.64,0.73
821,f1_fuel_1994_12_187_0_8,187,1994,kettle fal,gas,mcf,2526.0,1.03,2.93,2.93,2.81
822,f1_fuel_1994_12_187_0_10,187,1994,colstrip,coal,ton,1018625.0,17.02,12.73,13.06,0.75
823,f1_fuel_1994_12_187_0_11,187,1994,colstrip,oil,bbl,2836.0,5.922,30.53,30.53,5.16
824,f1_fuel_1994_12_188_0_4,188,1994,mitchell##,coal,ton,492570.0,24.702,44.28,32.55,1.7924000000000002
825,f1_fuel_1994_12_188_0_7,188,1994,armstrong,coal,ton,608201.0,24.744,33.25,31.02,1.3438999999999999
826,f1_fuel_1994_12_188_0_10,188,1994,ft. martin #2,coal,ton,600749.0,25.206,38.22,37.15,1.5163
827,f1_fuel_1994_12_188_0_13,188,1994,hatfield's ferry,coal,ton,1950642.0,25.638,39.53,38.21,1.5419
828,f1_fuel_1994_12_188_1_7,188,1994,harrison,coal,ton,1839748.0,26.264,36.48,35.18,1.3891
829,f1_fuel_1994_12_188_1_10,188,1994,pleasants,coal,ton,1415930.0,24.388,30.14,24.1,1.2357
830,f1_fuel_1994_12_189_0_1,189,1994,lake pauline,gas,unknown,41121.0,1.006,2.4,2.4,2.38
831,f1_fuel_1994_12_189_0_4,189,1994,fort phantom,gas,unknown,17436721.0,1.004051,2.42,2.42,2.41
832,f1_fuel_1994_12_189_0_6,189,1994,fort phantom,oil,bbl,260.0,6.150018,32.7,0.0,5.32
833,f1_fuel_1994_12_189_0_7,189,1994,rio pecos,gas,unknown,8488412.0,0.95,1.72,1.72,1.81
834,f1_fuel_1994_12_189_0_10,189,1994,oklaunion,coal,ton,1676177.0,16.736,23.71,23.81,1.417
835,f1_fuel_1994_12_189_0_13,189,1994,paint creek,gas,unknown,3636694.0,0.993,2.05,2.05,2.07
836,f1_fuel_1994_12_189_1_1,189,1994,oak creek,gas,unknown,3349167.0,1.002,2.06,2.06,2.06
837,f1_fuel_1994_12_189_1_4,189,1994,san angelo,gas,unknown,9217543.0,1.0070000000000001,2.18,2.18,2.17
838,f1_fuel_1994_12_33_0_1,33,1994,state line,coal,ton,903133.0,18.528,50.13,45.53,2.706
839,f1_fuel_1994_12_89_0_1,89,1994,blount station,coal,ton,113879.0,22.544,31.53,32.53,1.399
840,f1_fuel_1994_12_89_0_2,89,1994,blount station,gas,mcf,531061.0,1.0070000000000001,2.337,2.337,2.322
841,f1_fuel_1994_12_89_0_3,89,1994,blount station,unknown,ton,4253.0,0.008756,20.11,20.11,1.15
842,f1_fuel_1994_12_89_0_4,89,1994,nine springs,gas,mcf,10567.0,1.012,2.04,2.04,2.015
843,f1_fuel_1994_12_89_0_6,89,1994,nine springs,oil,bbl,53.0,5.6063279999999995,28.6,0.0,5.14
844,f1_fuel_1994_12_89_0_7,89,1994,sycamore,gas,mcf,59355.0,1.013,2.04,2.04,2.014
845,f1_fuel_1994_12_89_0_9,89,1994,sycamore,oil,bbl,2362.0,5.771052,34.18,0.0,5.92
846,f1_fuel_1994_12_89_0_10,89,1994,fitchburg - 2 units,gas,mcf,91865.0,1.011,2.04,2.04,2.018
847,f1_fuel_1994_12_89_0_13,89,1994,kewaunee power plant,nuclear,mwdth,92539.0,8.2e-05,40.33,0.0,0.492
848,f1_fuel_1994_12_89_1_7,89,1994,columbia 1,coal,ton,318180.0,16.632,24.44,0.0,1.469
849,f1_fuel_1994_12_89_1_10,89,1994,columbia 2,coal,ton,465752.0,17.468,18.25,0.0,1.045
850,f1_fuel_1994_12_89_1_13,89,1994,columbia total,coal,ton,783932.0,17.128,20.76,19.58,1.212
851,f1_fuel_1994_12_200_0_1,200,1994,aroostook valley,waste,ton,65439.0,0.0042,0.0,12.291,1.54
852,f1_fuel_1994_12_201_0_1,201,1994,reid,coal,ton,98593.0,23.782,33.17,31.69,1.395
853,f1_fuel_1994_12_201_0_4,201,1994,coleman,coal,ton,1184596.0,22.814,25.32,24.73,1.11
854,f1_fuel_1994_12_201_0_6,201,1994,coleman,gas,mcf,62037.0,1.0,3.2,3.2,3.202
855,f1_fuel_1994_12_201_0_7,201,1994,green,coal,ton,1482104.0,21.222,27.2,27.15,1.2819999999999998
856,f1_fuel_1994_12_201_0_10,201,1994,hmp&l station two,coal,ton,736491.0,23.932,29.92,31.69,1.2550000000000001
857,f1_fuel_1994_12_201_0_13,201,1994,wilson,coal,ton,1265239.0,23.418000000000003,34.43,35.08,1.47
858,f1_fuel_1994_12_204_0_1,204,1994,seabrook,nuclear,gramsU,22110.0,6e-06,20.52,0.0,0.0
859,f1_fuel_1994_12_208_0_3,208,1994,w.f. wyman unit 4,unknown,bbl,667821.0,0.149719,14.685,15.09,2.335
860,f1_fuel_1994_12_159_0_1,159,1994,v.c. summer,nuclear,gramsU,472705.0,6.9e-05,35.135,0.0,0.512
861,f1_fuel_1994_12_159_0_4,159,1994,urquhart,coal,ton,528609.0,25.838,40.867,39.928,1.582
862,f1_fuel_1994_12_159_0_5,159,1994,urquhart,gas,mcf,1163398.0,1.023,1.632,1.632,1.595
863,f1_fuel_1994_12_159_0_10,159,1994,wateree,coal,ton,1642909.0,25.44,40.322,39.637,1.585
864,f1_fuel_1994_12_159_0_13,159,1994,mcmeekin,coal,ton,640155.0,25.314,40.272,39.127,1.591
865,f1_fuel_1994_12_159_0_14,159,1994,mcmeekin,gas,mcf,15.0,1.023,2.451,2.451,2.396
866,f1_fuel_1994_12_159_0_15,159,1994,mcmeekin,oil,bbl,1674.0,5.8177140000000005,29.243,23.296,5.027
867,f1_fuel_1994_12_159_1_1,159,1994,canadys,coal,ton,990145.0,25.3,40.964,40.503,1.619
868,f1_fuel_1994_12_159_1_2,159,1994,canadys,gas,mcf,1306999.0,1.023,1.628,1.628,1.591
869,f1_fuel_1994_12_159_1_5,159,1994,parr,gas,mcf,11687.0,1.022,3.394,3.394,3.322
870,f1_fuel_1994_12_159_2_14,159,1994,burton combined,gas,mcf,1714.0,1.026,3.762,3.762,3.667
871,f1_fuel_1994_12_159_2_15,159,1994,burton combined,oil,bbl,1347.0,5.83065,36.911,24.582,6.33
872,f1_fuel_1994_12_159_3_14,159,1994,urquhart combined,gas,mcf,1454.0,1.037,3.628,3.628,3.5
873,f1_fuel_1994_12_159_4_2,159,1994,canadys peaking unit,gas,mcf,900.0,1.026,3.419,3.419,3.331
874,f1_fuel_1994_12_119_0_1,119,1994,michigan city,coal,ton,1398758.0,20.162,33.88,31.88,1.68
875,f1_fuel_1994_12_119_0_2,119,1994,michigan city,gas,mcf,2971273.0,1.021,2.7,2.7,2.64
876,f1_fuel_1994_12_119_0_4,119,1994,d.h.mitchell,coal,ton,1045754.0,19.596,27.62,27.06,1.409
877,f1_fuel_1994_12_119_0_5,119,1994,d.h.mitchell,gas,mcf,2475013.0,1.021,2.61,2.61,2.561
878,f1_fuel_1994_12_119_0_7,119,1994,bailly,coal,ton,1389013.0,22.082,30.8,29.2,1.395
879,f1_fuel_1994_12_119_0_8,119,1994,bailly,gas,mcf,256356.0,1.021,4.17,4.17,4.088
880,f1_fuel_1994_12_119_0_10,119,1994,r.m.schahfer,coal,ton,3287099.0,21.09,33.19,30.91,1.574
881,f1_fuel_1994_12_119_0_11,119,1994,r.m.schahfer,gas,mcf,703165.0,1.021,2.9,2.9,2.84
882,f1_fuel_1994_12_119_0_13,119,1994,d.h.mitchell,gas,mcf,24895.0,1.021,2.92,2.92,2.86
883,f1_fuel_1994_12_119_1_7,119,1994,bailly,gas,mcf,78539.0,1.021,3.33,3.33,3.26
884,f1_fuel_1994_12_119_1_10,119,1994,r.m.schahfer,gas,mcf,360970.0,1.021,2.95,2.95,2.89
885,f1_fuel_1994_12_25_0_2,25,1994,rutland,oil,bbl,1632.0,5.8212,29.27,0.0,5.03
886,f1_fuel_1994_12_49_0_1,49,1994,rio grande,gas,mcf,11077107.0,1.0247,1.921,1.921,1.874
887,f1_fuel_1994_12_49_0_4,49,1994,newman,gas,mcf,17788432.0,1.0238,2.048,2.048,2.001
888,f1_fuel_1994_12_49_0_8,49,1994,fourcorner,gas,mcf,23368.0,1.0155,2.668,2.668,2.627
889,f1_fuel_1994_12_49_0_10,49,1994,copper,gas,mcf,85893.0,1.0227,2.126,2.126,2.079
890,f1_fuel_1994_12_108_0_2,108,1994,"clark 1, 2, 3",gas,mcf,186247.0,1.025,2.23,2.23,2.18
891,f1_fuel_1994_12_108_0_5,108,1994,sunrise,gas,mcf,530374.0,1.025,2.19,2.19,2.14
892,f1_fuel_1994_12_108_0_7,108,1994,rg123(1),coal,ton,948116.0,23.878,45.07,40.11,1.89
893,f1_fuel_1994_12_108_0_9,108,1994,rg123(1),oil,bbl,8849.0,5.612124,29.05,29.05,5.18
894,f1_fuel_1994_12_108_0_10,108,1994,mohave (1),coal,ton,643225.0,21.892,28.12,27.55,1.28
895,f1_fuel_1994_12_108_0_11,108,1994,mohave (1),gas,mcf,314831.0,1.02525,2.52,2.52,2.46
896,f1_fuel_1994_12_108_0_13,108,1994,navajo (1),coal,ton,918141.0,22.028,23.43,23.64,1.06
897,f1_fuel_1994_12_108_1_1,108,1994,"r. gardner 4 (2,1)",coal,ton,66723.0,23.878,42.03,40.11,1.76
898,f1_fuel_1994_12_108_1_3,108,1994,"r. gardner 4 (2,1)",oil,bbl,423.0,5.612124,29.07,29.07,5.18
899,f1_fuel_1994_12_108_1_5,108,1994,"clark 5,6,7,8,9 & 10",gas,mcf,7597024.0,1.025,2.11,2.11,2.06
900,f1_fuel_1994_12_108_1_11,108,1994,sunrise (3),gas,mcf,94935.0,1.025,3.11,2.36,3.04
901,f1_fuel_1994_12_108_1_14,108,1994,sun peak (3),gas,mcf,286842.0,1.025,5.24,2.36,5.11
902,f1_fuel_1994_12_108_1_15,108,1994,sun peak (3),oil,bbl,3035.0,5.8622760000000005,29.68,29.68,5.06
903,f1_fuel_1994_12_155_0_1,155,1994,encina,gas,mcf,18524698.0,1.019,2.39,2.39,2.35
904,f1_fuel_1994_12_155_0_4,155,1994,south bay,gas,mcf,21565127.0,1.0230000000000001,2.41,2.41,2.35
905,f1_fuel_1994_12_155_0_10,155,1994,el cajon,gas,mcf,2578.0,1.0219999999999998,2.5,2.5,2.44
906,f1_fuel_1994_12_155_0_11,155,1994,el cajon,oil,bbl,77.0,5.831154,38.51,26.56,6.68
907,f1_fuel_1994_12_155_0_13,155,1994,kearny,gas,mcf,48994.0,1.024,2.5,2.5,2.44
908,f1_fuel_1994_12_155_0_14,155,1994,kearny,oil,bbl,835.0,5.795202,38.51,26.56,6.68
909,f1_fuel_1994_12_155_1_7,155,1994,encina,gas,mcf,3389.0,1.016,2.5,2.5,2.44
910,f1_fuel_1994_12_155_1_8,155,1994,encina,oil,bbl,112.0,5.78571,38.51,26.56,6.68
911,f1_fuel_1994_12_155_1_10,155,1994,south bay,gas,mcf,120.0,1.017,2.5,2.5,2.44
912,f1_fuel_1994_12_155_1_11,155,1994,south bay,oil,bbl,415.0,5.629722,38.51,26.56,6.68
913,f1_fuel_1994_12_155_1_13,155,1994,n. t. c.,gas,mcf,3390.0,1.024,2.5,2.5,2.44
914,f1_fuel_1994_12_155_1_14,155,1994,n. t. c.,oil,bbl,59.0,5.8297680000000005,38.51,26.56,6.68
915,f1_fuel_1994_12_155_2_7,155,1994,no. island,gas,mcf,6313.0,1.0230000000000001,2.5,2.5,2.44
916,f1_fuel_1994_12_155_2_8,155,1994,no. island,oil,bbl,921.0,5.792598000000001,38.51,26.56,6.68
917,f1_fuel_1994_12_155_2_10,155,1994,naval stat,gas,mcf,18481.0,1.024,2.5,2.5,2.44
918,f1_fuel_1994_12_155_2_11,155,1994,naval stat,oil,bbl,123.0,5.764248,38.51,26.56,6.68
919,f1_fuel_1994_12_155_2_13,155,1994,miramar,gas,mcf,25879.0,1.0230000000000001,2.5,2.5,2.44
920,f1_fuel_1994_12_155_2_14,155,1994,miramar,oil,bbl,204.0,5.789196,38.51,26.56,6.68
921,f1_fuel_1994_12_155_3_8,155,1994,division,oil,bbl,420.0,5.79285,38.51,26.56,6.68
922,f1_fuel_1994_12_36_2_5,36,1994,indian point,oil,bbl,2722.0,5.79789,29.387,0.0,5.0682
923,f1_fuel_1994_12_36_2_13,36,1994,astoria,gas,mcf,1560338.0,1.035,244.65,0.0,2.3634
924,f1_fuel_1994_12_36_3_4,36,1994,ravenswood,gas,mcf,629553.0,1.036,253.7,0.0,2.4486000000000003
925,f1_fuel_1994_12_36_3_10,36,1994,narrows,gas,mcf,1160704.0,1.036,237.77,0.0,2.2968
926,f1_fuel_1994_12_100_0_1,100,1994,independence,coal,ton,1379253.0,16.13,27.139,27.139,1.682
927,f1_fuel_1994_12_100_0_3,100,1994,independence,oil,bbl,15419.0,5.69688,48.745,48.745,8.557
928,f1_fuel_1994_12_100_0_5,100,1994,rex brown,gas,mcf,4535643.0,1.054543,2.227,2.227,2.115
929,f1_fuel_1994_12_100_0_11,100,1994,delta,gas,mcf,3729158.0,1.07832,1.994,1.994,1.849
930,f1_fuel_1994_12_100_0_14,100,1994,baxter wilson,gas,mcf,25910162.0,1.048499,2.09,2.09,1.993
931,f1_fuel_1994_12_100_0_15,100,1994,baxter wilson,oil,bbl,54320.0,6.344142,80.245,80.245,12.649
932,f1_fuel_1994_12_100_1_8,100,1994,gerald and,gas,mcf,15951483.0,1.036402,1.737,1.737,1.676
933,f1_fuel_1994_12_107_0_4,107,1994,manchester st.,gas,mcf,53422.0,1.031,2.25,2.25,2.18
934,f1_fuel_1994_12_144_0_1,144,1994,edwardsport,coal,unknown,166638.0,21.895999999999997,23.83,23.35,1.09
935,f1_fuel_1994_12_144_0_4,144,1994,noblesville,coal,unknown,104773.0,22.512,30.84,28.91,1.37
936,f1_fuel_1994_12_144_0_7,144,1994,cayuga,coal,unknown,2720344.0,22.24,29.98,29.57,1.35
937,f1_fuel_1994_12_144_0_10,144,1994,gallagher,coal,unknown,1317115.0,24.384,31.21,29.61,1.28
938,f1_fuel_1994_12_144_0_13,144,1994,wabash river,coal,unknown,1354884.0,22.156,27.66,27.19,1.25
939,f1_fuel_1994_12_144_1_1,144,1994,gibson,coal,unknown,7200164.0,21.32,31.73,30.89,1.49
940,f1_fuel_1994_12_116_0_3,116,1994,wyman 4,unknown,bbl,667821.0,0.149719,14.685,15.09,2.335
941,f1_fuel_1994_12_136_0_1,136,1994,three mile island u1,nuclear,kgU,290.0,0.061891,34348.0,0.0,0.555
942,f1_fuel_1994_12_136_0_4,136,1994,homer city #1 & #2,coal,ton,1366743.0,24.983999999999998,41.886,36.612,1.676
943,f1_fuel_1994_12_136_0_7,136,1994,homer cty3,coal,ton,730699.0,25.892,48.349,43.817,1.867
944,f1_fuel_1994_12_136_0_10,136,1994,shawville,coal,ton,1288928.0,24.596,32.794,30.894,1.333
945,f1_fuel_1994_12_136_1_1,136,1994,seward,coal,ton,565356.0,24.712,32.066,28.403,1.298
946,f1_fuel_1994_12_136_1_4,136,1994,warren,coal,ton,219136.0,24.44,37.784,33.146,1.546
947,f1_fuel_1994_12_136_2_1,136,1994,blossburg,gas,mcf,26637.0,1.0,6.278,6.278,6.278
948,f1_fuel_1994_12_136_2_7,136,1994,wayne,oil,bbl,23495.0,3.7876019999999997,23.249,22.261,6.138
949,f1_fuel_1994_12_144_1_13,144,1994,cayuga combustion,gas,unknown,614432.0,1.014,3.3,3.3,3.25
950,f1_fuel_1994_12_144_1_15,144,1994,cayuga combustion,oil,unknown,4868.0,5.7540000000000004,30.54,23.44,5.35
951,f1_fuel_1994_12_67_0_1,67,1994,mt. tom,coal,ton,342699.0,25.9,46.51,43.691,1.796
952,f1_fuel_1994_12_82_0_2,82,1994,tyrone,coal,ton,44526.0,24.166,35.03,31.88,1.33
953,f1_fuel_1994_12_82_0_5,82,1994,green river,coal,ton,467743.0,23.262,25.88,25.01,1.08
954,f1_fuel_1994_12_82_0_8,82,1994,e.w. brown,coal,ton,1476344.0,24.0,28.82,28.19,1.17
955,f1_fuel_1994_12_82_0_11,82,1994,pineville,coal,ton,28465.0,25.394,32.5,30.37,1.22
956,f1_fuel_1994_12_82_0_14,82,1994,ghent,coal,ton,4529137.0,24.502,29.78,29.55,1.21
957,f1_fuel_1994_12_82_1_1,82,1994,haefling,gas,mcf,4362.0,1.0,5.12,5.12,5.12
958,f1_fuel_1994_12_82_1_4,82,1994,ew brown-gt,gas,mcf,17157.0,1.0,1.72,1.768,1.72
959,f1_fuel_1994_12_95_0_1,95,1994,r. m. heskett,coal,ton,430439.0,14.008,15.57,14.96,1.11
960,f1_fuel_1994_12_95_0_2,95,1994,r. m. heskett,gas,mcf,589.0,1.072,4.24,4.24,3.96
961,f1_fuel_1994_12_95_0_4,95,1994,lewis & clark,coal,ton,255118.0,13.274,13.17,11.91,0.99
962,f1_fuel_1994_12_95_0_5,95,1994,lewis & clark,gas,mcf,5833.0,1.141,5.21,5.21,4.57
963,f1_fuel_1994_12_95_0_7,95,1994,miles city,gas,mcf,51398.0,1.029,3.39,3.39,3.15
964,f1_fuel_1994_12_95_0_10,95,1994,big stone,coal,ton,520261.0,12.097999999999999,13.14,12.94,1.09
965,f1_fuel_1994_12_95_0_12,95,1994,big stone,waste,ton,8148.0,0.013615,19.0,18.99,0.7
966,f1_fuel_1994_12_95_0_13,95,1994,big stone cont.,waste,ton,1526.0,0.006975,7.24,7.24,0.52
967,f1_fuel_1994_12_95_1_7,95,1994,glendive,gas,mcf,88055.0,1.017,3.07,3.07,3.02
968,f1_fuel_1994_12_95_1_10,95,1994,coyote i,coal,ton,512140.0,13.844000000000001,11.3,10.99,0.82
969,f1_fuel_1994_12_133_1_3,133,1994,oakland,oil,bbl,4250.0,5.857362,35.01,0.0,5.98
970,f1_fuel_1994_12_133_2_2,133,1994,pittsburg,gas,mcf,87442222.0,1.031244,2.25,0.0,2.18
971,f1_fuel_1994_12_133_4_3,133,1994,mmobile u2 at humbol,oil,bbl,1580.0,5.85837,35.62,0.0,6.08
972,f1_fuel_1994_12_133_5_3,133,1994,mobile u3 at humbold,oil,bbl,2581.0,5.8504320000000005,35.62,0.0,6.09
973,f1_fuel_1994_12_133_6_2,133,1994,"hunters point u2,3,4",gas,mcf,12561074.0,1.014346,2.18,0.0,2.15
974,f1_fuel_1994_12_133_8_2,133,1994,potrero unit 3,gas,mcf,11872972.0,1.013995,2.17,0.0,2.14
975,f1_fuel_1994_12_133_9_3,133,1994,potrero units 4-5-6,oil,bbl,18524.0,5.777310000000001,31.06,0.0,5.38
976,f1_fuel_1994_12_133_10_2,133,1994,humboldt u1&2,gas,mcf,3009188.0,1.029769,2.27,0.0,2.2
977,f1_fuel_1994_12_133_14_2,133,1994,morro bay,gas,mcf,32742807.0,1.02525,2.3,0.0,2.25
978,f1_fuel_1994_12_133_15_2,133,1994,(n)(t)moss landing,gas,mcf,87863451.0,1.021308,2.26,0.0,2.22
979,f1_fuel_1994_12_138_0_1,138,1994,brunner island,coal,ton,2689486.0,25.701999999999998,40.02,38.83,1.557
980,f1_fuel_1994_12_138_0_4,138,1994,martins crk 1&2,coal,ton,378439.0,25.33,41.3,39.54,1.631
981,f1_fuel_1994_12_138_0_13,138,1994,total martins creek,coal,ton,378439.0,25.33,41.3,39.54,1.631
982,f1_fuel_1994_12_138_1_1,138,1994,montour,coal,ton,3237557.0,24.95,38.36,37.17,1.538
983,f1_fuel_1994_12_138_1_4,138,1994,sunbury,coal,ton,1331390.0,19.86,24.39,25.69,1.228
984,f1_fuel_1994_12_138_1_10,138,1994,conemaugh(a),coal,ton,474931.0,24.875999999999998,31.39,30.13,1.262
985,f1_fuel_1994_12_138_1_12,138,1994,conemaugh(a),gas,mcf,50257.0,1.030006,3.29,3.29,3.2
986,f1_fuel_1994_12_138_2_1,138,1994,holtwood,coal,ton,387237.0,18.148,19.15,17.49,1.055
987,f1_fuel_1994_12_148_0_2,148,1994,tulsa,gas,mcf,1038695.0,1.0250000000000001,2.395,2.395,2.337
988,f1_fuel_1994_12_148_0_5,148,1994,riverside,gas,mcf,40586623.0,1.028,2.51,2.51,2.441
989,f1_fuel_1994_12_148_0_8,148,1994,n'east 1&2,gas,mcf,18085425.0,1.028,2.313,2.313,2.25
990,f1_fuel_1994_12_148_0_10,148,1994,northeastern 3&4,coal,ton,3292777.0,16.758,22.74,22.74,1.357
991,f1_fuel_1994_12_148_0_11,148,1994,northeastern 3&4,gas,mcf,1530987.0,1.031,2.39,2.39,2.319
992,f1_fuel_1994_12_148_0_14,148,1994,comanche,gas,mcf,10120248.0,1.066,2.485,2.495,2.33
993,f1_fuel_1994_12_148_1_8,148,1994,s'western,gas,mcf,11868084.0,1.045,2.527,2.527,2.418
994,f1_fuel_1994_12_148_1_10,148,1994,oklaunion,coal,ton,482519.0,16.726000000000003,25.18,25.18,1.505
995,f1_fuel_1994_12_148_1_14,148,1994,weleetka,gas,mcf,28210.0,1.0250000000000001,2.684,2.684,2.618
996,f1_fuel_1994_12_190_0_3,190,1994,west springfield,gas,mcf,1090011.0,1.006,2.305,2.266,2.291
997,f1_fuel_1994_12_190_0_4,190,1994,est springfield,oil,bbl,914.0,5.58915,28.851,26.153,5.162
998,f1_fuel_1994_12_190_0_7,190,1994,doreen,oil,bbl,1541.0,5.590199999999999,28.865,30.33,5.164
999,f1_fuel_1994_12_190_0_10,190,1994,woodland road,oil,bbl,1256.0,5.607,31.154,28.786,5.556
1000,f1_fuel_1994_12_190_1_1,190,1994,millstone no. 1 & 2,nuclear,gramsU,220704.0,6e-06,0.0,0.0,0.0
